date,zone_id,area_m2,crop_type,growth_stage,Kc_stage,ET0_mm,forecast_ET0_mm,rain_mm,forecast_rain_mm,tmax,tmin,RH_mean,wind_2m,solar_rad,root_depth_m,field_capacity_theta,wilting_point_theta,bulk_density,theta0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,irrigation_mm_last_7d,last_irrigation_mm,days_since_irrigation,irrigation_mm_next_day
2023-01-08,zone_01,1339.1925838292104,tomato,early,0.5212510265283488,3.11190146798115,4.5573005574785626,52.00975607504783,0.0,24.32959135535142,13.088624163801956,62.01643323942033,2.958967552483023,22.948448833132648,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.11996826991593701,0.11898720954666536,0.12207469967222039,0.1235213369257996,0.1217258285707082,0.12008960908929052,0.1227374788109233,1.4857187597354864,1.4857187597354864,1,0.0
2023-01-09,zone_01,1339.1925838292104,tomato,early,0.6463031188905983,4.5573005574785626,4.658191978893594,0.0,0.0,30.506669623005873,22.352811091978282,71.32496695867104,0.5,22.36657801534334,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.11640542523066819,0.11996826991593701,0.11898720954666536,0.12207469967222039,0.1235213369257996,0.1217258285707082,0.12008960908929052,1.4857187597354864,1.4857187597354864,2,0.0
2023-01-10,zone_01,1339.1925838292104,tomato,early,0.6327800713774754,4.658191978893594,4.145576766989836,0.0,0.0,26.488330210449817,17.74335350962911,57.215115350042744,2.6157515679154817,24.047474464334098,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.11283990304027508,0.11640542523066819,0.11996826991593701,0.11898720954666536,0.12207469967222039,0.1235213369257996,0.1217258285707082,1.4857187597354864,1.4857187597354864,3,0.0
2023-01-11,zone_01,1339.1925838292104,tomato,early,0.5231738192528108,4.145576766989836,5.190523002369044,0.0,0.3832041755166459,24.914269235542417,14.416016546909217,58.862943824577215,1.6477749897716576,21.60545332448492,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.11021638574329312,0.11283990304027508,0.11640542523066819,0.11996826991593701,0.11898720954666536,0.12207469967222039,0.1235213369257996,1.4857187597354864,1.4857187597354864,4,1.4353993612341829
2023-01-12,zone_01,1339.1925838292104,tomato,early,0.5892544822424961,5.190523002369044,2.3791329680828004,0.3832041755166459,0.0,20.270124946790233,12.218629398810005,72.32853756562835,2.023459101855099,22.15754942803895,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.10871652123232514,0.11021638574329312,0.11283990304027508,0.11640542523066819,0.11996826991593701,0.11898720954666536,0.12207469967222039,1.4857187597354864,1.4857187597354864,5,0.0
2023-01-13,zone_01,1339.1925838292104,tomato,early,0.6138396724662644,2.3791329680828004,3.6579636881757196,0.0,0.0,27.571611335699178,18.515047385933833,65.35668857267619,0.5196103138347881,21.414560733551312,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.1069499683777062,0.10871652123232514,0.11021638574329312,0.11283990304027508,0.11640542523066819,0.11996826991593701,0.11898720954666536,2.9211181209696693,1.4353993612341829,0,0.0
2023-01-14,zone_01,1339.1925838292104,tomato,early,0.6832158549062317,3.6579636881757196,4.804526971237022,0.0,0.0,29.83587407259941,17.732834611557784,77.37279979398042,0.5,22.510447778085776,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.10392688382957095,0.1069499683777062,0.10871652123232514,0.11021638574329312,0.11283990304027508,0.11640542523066819,0.11996826991593701,1.4353993612341829,1.4353993612341829,1,0.0
2023-01-15,zone_01,1339.1925838292104,tomato,early,0.6362361928947129,4.804526971237022,4.33605028632015,0.0,0.0,26.325877314403645,17.808503822124884,55.085067801033475,3.40765945327789,14.421199517369093,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.10022926641298895,0.10392688382957095,0.1069499683777062,0.10871652123232514,0.11021638574329312,0.11283990304027508,0.11640542523066819,1.4353993612341829,1.4353993612341829,2,0.0
2023-01-16,zone_01,1339.1925838292104,tomato,early,0.5567717136360849,4.33605028632015,4.2291869338268615,0.0,0.0,27.345570415956242,18.521753256231378,55.66294715295087,0.7807676057629488,28.21209065479346,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.0973089867725543,0.10022926641298895,0.10392688382957095,0.1069499683777062,0.10871652123232514,0.11021638574329312,0.11283990304027508,1.4353993612341829,1.4353993612341829,3,0.0
2023-01-17,zone_01,1339.1925838292104,tomato,early,0.6847694229225981,4.2291869338268615,3.3251994356625443,0.0,3.9195110521244323,29.404400117372926,14.84038038829013,58.883311263507494,1.3753185569276944,19.501986072034082,0.8266982774181797,0.15993428306022464,0.05861735698828815,1.4888119881953081,0.09380587327248407,0.0973089867725543,0.10022926641298895,0.10392688382957095,0.1069499683777062,0.10871652123232514,0.11021638574329312,1.4353993612341829,1.4353993612341829,4,0.0
